normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc
ПРОСТУДОКС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН 5Г №5 | СИНТЕЗ | СИНТЕЗ,,otc,Парацетамол + Фенилэфрин + Аскорбиновая кислота,otc,Парацетамол + Фенилэфрин + Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенилэфрин",,Аскорбиновая кислота,otc,,,"Аскорбиновая кислота, Парацетамол, Фенилэфрин",otc
"ПРОЛАТАН КАПЛИ ГЛАЗН. 0,005% ФЛ. 2,5МЛ №3 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",,,Латанопрост,rx,Латанопрост,rx,Латанопрост,rx,Латанопрост,rx,,,Латанопрост,rx
ПРЕДУКТАЛ ОД КАПС. ПРОЛОНГ. 80МГ №30 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,,рецептурный,Триметазидин,rx,Триметазидин,rx,Триметазидин,rx,Триметазидин,rx,,,Триметазидин,rx
ПРАЙМ КРАФТ КОЛЛАГЕН МОРСКОЙ РЫБНЫЙ НАТУРАЛЬНЫЙ (БЕЗ ДОБАВОК) КАПС. ПО 630МГ №180 | БАРГУС ПРОДАКШН ООО | БАРГУС ПРОДАКШН ООО,Коллаген,,,,,otc,,,,,,,,
ПОДОРОЖНИКА СИРОП ФЛ. 100МЛ ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,Подорожника большого листьев экстракт,otc,,,,,,,,,,,,
ПЛЕНДИЛ ТАБЛ. ПРОЛОНГ. П/ПЛЕН/ОБ. 5МГ №30 | АСТРАЗЕНЕКА ФАРМАСЬЮТИКАЛЗ | АСТРАЗЕНЕКА ФАРМАСЬЮТИКАЛЗ,,rx,Фелодипин,rx,Фелодипин,rx,,,Фелодипин,rx,,,Фелодипин,rx
ПЛАНИЖЕНС ЛЕВО ТАБЛ. П/О 150МКГ+30МКГ №21 | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО,,rx,,,Левоноргестрел+Этинилэстрадиол,rx,,,Этинилэстрадиол,rx,,,"Этинилэстрадиол, Левоноргестрел",rx
"ПИТАВАСТОР ТАБЛ. П/ПЛЕН/ОБ. 4МГ №28 | ВАН ИН ФАРМ. КО., ЛТД. | ВАН ИН ФАРМ. КО., ЛТД.",,rx,Питавастатин,rx,Питавастатин,rx,,,Питавастатин,rx,,,Питавастатин,rx
ПИРАНТЕЛ ТАБЛ. 250МГ №3 ОКСФОРД | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД,Пирантел,otc,Пирантел,rx,Пирантел,rx,,,Пирантел,otc,,,Пирантел,rx
ПИНОСОЛ СПРЕЙ НАЗ. ФЛ. 10МЛ | ФАРМАК ПАО | ФАРМАК ПАО,,otc,"Мяты Перечной Масло, Тимол, Эвкалиптовое Масло, Сосны Обыкновенной Масло, Гвайязулен",otc,,otc,,,,otc,,,"Мяты Перечной Масло, Тимол, Эвкалиптовое Масло, Сосны Обыкновенной Масло, Гвайязулен",otc
ПИМАФУЦИН СУПП. ВАГ. 100МГ №3 | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л,,otc,Натамицин,otc,,,,,Натамицин,otc,,,Натамицин,otc
ПИКАМИЛОН ТАБЛ. 50МГ №30 | ФАРМСТАНДАРТ-УФАВИТА ОАО | ФАРМСТАНДАРТ-УФАВИТА ОАО,Пикамилон,rx,Никотиноил гамма-аминомасляная кислота,rx,,,,,,,,,Никотиноил гамма-аминомасляная кислота,
ПЕРСЕН ТАБЛ. П/О №40 СОФАРМА | СОФАРМА | СОФАРМА,,безрецептурный,Валерианы лекарственной корневищ с корнями экстракт + Мелиссы лекарственной листьев экстракт + Мяты перечной листьев экстракт,otc,Валерианы лекарственной корневищ с корнями экстракт+Мелиссы лекарственной листьев экстракт+Мяты перечной листьев экстракт,otc,,,Валериана,otc,,,"Валерианы лекарственной корневищ с корнями экстракт, Мелиссы лекарственной листьев экстракт, Мяты перечной листьев экстракт",otc
ПЕНТОКСИФИЛЛИН КОНЦ. Д/Р-РА Д/ИНФ. 20МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,Пентоксифиллин,rx,,,,,,,,,,,,
ПЕНТАЛГИН НЕО ТАБЛ. П/ПЛЕН/ОБ. №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Кофеин + Напроксен + Парацетамол,otc,Кофеин+Напроксен+Парацетамол,otc,,,Парацетамол,otc,,,"Парацетамол, Кофеин, Напроксен",otc
ПАНТОКАЛЬЦИН ТАБЛ. 250МГ №50 | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,,rx,Гопантеновая кислота,rx,,,,,Гопантеновая кислота,rx,,,Гопантеновая кислота,rx
"ПАНАВИР Р-Р ДЛЯ В/В ВВЕД. 0,04МГ/МЛ АМП. 5МЛ №2 | ЭЛЛАРА ООО | ЭЛЛАРА ООО",,rx,Полисахариды побегов Solanum tuberosum,rx,Полисахариды побегов Solanum tuberosum,rx,,,Картофеля побегов сумма полисахаридов,rx,,,Полисахариды побегов Solanum tuberosum,rx
ОМИТОКС ГАСТРО КАПС. 20МГ №30 | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,rx,Омепразол,rx,Омепразол,rx,,,Омепразол,otc,,,Омепразол,rx
"ОБЛЕПИХОВОЕ МАСЛО Д/ПРИЕМА ВНУТРЬ, МЕСТН. И НАРУЖ. ПРИМ. ФЛ. 100МЛ ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО",Облепиховое масло,otc,,,,,,,,,,,,
НУРОФЕН ИНТЕНСИВ ТАБЛ. П/ПЛЕН/ОБ. 200МГ+500МГ №6 | РЕКИТТ БЕНКИЗЕР | РЕКИТТ БЕНКИЗЕР,,otc,,,Ибупрофен + Парацетамол,otc,,,Ибупрофен,otc,,,"Ибупрофен, Парацетамол",otc
НОРМОДИПИН ТАБЛ. 10МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,rx,Амлодипин,rx,Амлодипин,rx,,,Амлодипин,rx,,,Амлодипин,rx
НОВОРАПИД ФЛЕКСПЕН Р-Р ДЛЯ В/В П/К ВВЕД. 100ЕД/МЛ КАРТРИДЖ 3МЛ №5+ШПРИЦ-РУЧКА | НОВО НОРДИКС А/С | НОВО НОРДИКС А/С,,rx,Инсулин аспарт,rx,Инсулин аспарт,rx,,,Инсулин аспарт,rx,,,Инсулин аспарт,rx
НОВЕМА НАЙТ ТАБЛ. П/ПЛЕН/ОБ. 25МГ+220МГ №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,,,Дифенгидрамин+Напроксен,otc,,,Дифенгидрамин,otc,,,"Дифенгидрамин, Напроксен",otc
НИТРОКСОЛИН ТАБЛ. П/О 50МГ №50 АВЕКСИМА | АВЕКСИМА СИБИРЬ ООО/ИРБИТСКИЙ ХФЗ ОАО | АВЕКСИМА СИБИРЬ ООО/ИРБИТСКИЙ ХФЗ ОАО,Нитроксолин,рецептурный,Нитрофурантоин,rx,Аллопуринол,rx,,,Азитромицин,rx,,,,rx
НИМЕСУЛИД-ВЕРТЕКС ГЕЛЬ Д/НАРУЖ. ПРИМ. 1% ТУБА 20Г | ВЕРТЕКС АО | ВЕРТЕКС АО,Нимесулид,otc,Тадалафил,rx,Флуконазол,rx,Тербинафин,,Фенол и его производные,otc,,,,rx
НЕУЛЕПТИЛ Р-Р Д/ПРИЕМА ВНУТРЬ 4% ФЛ. С КАПЕЛ. 30МЛ | А.НАТТЕРМАНН ЭНД СИЕ. ГМБХ | А.НАТТЕРМАНН ЭНД СИЕ. ГМБХ,,rx,Перициазин,rx,Перициазин,rx,,,Перициазин,rx,,,Перициазин,rx
НЕМОЗОЛ ТАБЛ. ЖЕВ. 400МГ №1 | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД,,rx,Албендазол,rx,Албендазол,rx,,,Албендазол,rx,,,Албендазол,rx
"НЕЙРОМУЛЬТИВИТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ+100МГ+0,2МГ №20 | Г.Л.ФАРМА ГМБХ | Г.Л.ФАРМА ГМБХ",,rx,,,Пиридоксин+Тиамин+Цианокобаламин,rx,,,Пиридоксин,rx,,,"Пиридоксин, Тиамин, Цианокобаламин",rx
"НЕБИЛОНГ Н ТАБЛ. 12,5МГ+5МГ №30 | МИКРО ЛАБС ЛИМИТЕД | МИКРО ЛАБС ЛИМИТЕД",,rx,Гидрохлоротиазид + Небиволол,rx,Гидрохлоротиазид* + Небиволол,rx,,,Небиволол,rx,,,"Небиволол, Гидрохлоротиазид",rx
НЕБИЛОНГ АМ ТАБЛ. 5МГ+5МГ №30 | МИКРО ЛАБС ЛИМИТЕД | МИКРО ЛАБС ЛИМИТЕД,,rx,Амлодипин + Небиволол,rx,Небиволол* + Амлодипин,rx,,,Амлодипин,rx,,,"Амлодипин, Небиволол",rx
НАФТИФИН Р-Р Д/НАРУЖ. ПРИМ. 1% ФЛ. 20МЛ ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,нафтифин,otc,Нафтифин,otc,,,,,,,,,Нафтифин,
НАФТИФИН Р-Р Д/НАРУЖ. ПРИМ. 1% ФЛ. 10МЛ | САМАРАМЕДПРОМ ОАО | САМАРАМЕДПРОМ ОАО,нафтифин,безрецептурный,Нафтифин,otc,,,,,,,,,Нафтифин,
НАФТИФИН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,Нафтифин,otc,Нафтифин,otc,,,,,,,,,Нафтифин,
"МУРАВЬИНЫЙ СПИРТ Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 1,4% ФЛ. 50МЛ ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ",,otc,Муравьиная кислота,otc,,,,,,,,,Муравьиная кислота,
"МУРАВЬИНЫЙ СПИРТ Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 1,4% ФЛ. 50МЛ ТВЕРСКАЯ ФФ | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА",,otc,Муравьиная кислота,otc,,,,,,,,,Муравьиная кислота,
МУКАЛТИН ТАБЛ. ДИСПЕРГ. 50МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Алтея лекарственного травы экстракт,otc,Алтея лекарственного травы экстракт,otc,,,Алтея корень,otc,,,Алтея лекарственного травы экстракт,otc
"МОКСОНИДИН-АЛИУМ ТАБЛ. П/ПЛЕН/ОБ. 0,2МГ №14 | АЛИУМ АО | АЛИУМ АО",Моксонидин,rx,,,Моксонидин,rx,,,Моксонидин,rx,,,Моксонидин,rx
"МОКСОНИДИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №10 | АКРИХИН ХФК АО | АКРИХИН ХФК АО",Моксонидин,рецептурный,Моксонидин,rx,,,,,Моксонидин,rx,,,Моксонидин,rx
МИСУФЕР КАПС. 100МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,без рецепта,Умифеновир,otc,Умифеновир,otc,,,Умифеновир,otc,,,Умифеновир,otc
МИРТАЗАПИН КАНОН ТАБЛ. П/ПЛЕН/ОБ. 30МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Миртазапин,rx,Миртазапин,rx,Миртазапин,rx,,,Миртазапин,rx,,,Миртазапин,rx
МЕРИФАТИН МВ ТАБЛ. С ПРОЛОНГ. ВЫСВ. 500МГ №60 | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО,,rx,Метформин,rx,Метформин,rx,,,Метформин,rx,,,Метформин,rx
МЕМОПЛАНТ ТАБЛ. П/ПЛЕН/ОБ. 80МГ №30 | ДОКТОР ВИЛЬМАР ШВАБЕ ГМБХ И КО.КГ. | ДОКТОР ВИЛЬМАР ШВАБЕ ГМБХ И КО.КГ.,,otc,Гинкго двулопастного листьев экстракт,otc,Гинкго двулопастного листьев экстракт,otc,,,Гинкго билоба,otc,,,Гинкго двулопастного листьев экстракт,otc
МЕЛЬДОНИЙ КАПС. 250МГ №30 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Мельдоний,rx,Мельдоний,otc,,,,,,,,,Мельдоний,
МЕЛЬДОНИЙ КАНОН КАПС. 250МГ №40 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Мельдоний,rx,Леветирацетам,rx,Ламотриджин,rx,,,Клопидогрел,rx,,,,rx
МЕКСИКОР Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 2МЛ №10 ФЕРМЕНТ | ФЕРМЕНТ ФИРМА ООО | ФЕРМЕНТ ФИРМА ООО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx
МЕКСИДОЛ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №50 | ЗИО-ЗДОРОВЬЕ ЗАО | ЗИО-ЗДОРОВЬЕ ЗАО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx
МЕКСИДОЛ Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 ЭЛЛАРА | ЭЛЛАРА ООО | ЭЛЛАРА ООО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx
МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,,безрецептурный,Алгелдрат + Бензокаин + Магния гидроксид,otc,,,,,Магния гидроксид,otc,,,"Магния гидроксид, Алгелдрат, Бензокаин",otc
МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,,,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",otc
Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,,rx,Левотироксин натрия,rx,Левотироксин натрия,rx,,,Левотироксин натрия,rx,,,Левотироксин натрия,rx
ЛОРТЕНЗА ТАБЛ. П/ПЛЕН/ОБ. 10МГ+100МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,,,Амлодипин + Лозартан,rx,,,Лозартан,rx,,,"Лозартан, Амлодипин",rx
"ЛЕЦИТИН НАШ С РАСТОРОПШЕЙ КАПС. ПО 0,35Г №60 | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО",Комплекс,,,,,otc,,,Нитрофурал,otc,,,Нитрофурал,otc
ЛЕЦИТИН НАШ ПОР. 120Г | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО,Лецитин,,,,,,,,,,,,,
ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ Р-Р 1% ФЛ. С КИСТЬЮ 20МЛ | ЛЕККЕР ЗАО | ЛЕККЕР ЗАО,Бриллиантовый зелёный,otc,Йод + [Калия йодид + Этанол],otc,Йод,otc,,,,,,,"Йод, Калия йодид, Этанол",otc
ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,левофлоксацин,rx,Метамизол натрия,otc,Парацетамол,otc,"Ацетилсалициловая кислота, Аскорбиновая кислота",,Розувастатин,rx,,,,otc
ЛЕВОФЛОКСАЦИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №5 | АДИФАРМ ЕАД | АДИФАРМ ЕАД,Левофлоксацин,rx,Левофлоксацин,rx,,,,,Левофлоксацин,rx,,,Левофлоксацин,rx
ЛЕВОКАРНИТИН Р-Р ДЛЯ В/В И В/М 100МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | Велфарм ООО | Велфарм ООО,Левокарнитин,rx,Левокарнитин,rx,,,,,,,,,Левокарнитин,
ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,,рецептурный,Пиридоксин + Тиамин + Цианокобаламин + [Лидокаин],rx,Пиридоксин* + Тиамин* + Цианокобаламин* + Лидокаин,rx,,,,rx,,,"[Лидокаин], Пиридоксин, Тиамин, Цианокобаламин",rx
ЛАМОЛЕП ТАБЛ. 50МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx
ЛАМИТОР ТАБЛ. 100МГ №50 | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx
"ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л. | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л.",,безрецептурный,Амброксол,otc,Трамазолин,otc,,,Амброксол,otc,,,Амброксол,otc
КУРКУМИН 150МГ КАПС. ПО 400МГ №30 ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО,Куркумин,,,,,otc,,,,,,,,
"КСИЛЕН КАПЛИ НАЗ. 0,1% ФЛ-КАП. 20МЛ №4 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,otc,Ксилометазолин,otc,Ксилометазолин,otc,,,Декспантенол,otc,,,Ксилометазолин,otc
КСИЗАЛ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ЮСБ ФАРШИМ С.А. | ЮСБ ФАРШИМ С.А.,,otc,Левоцетиризин,otc,Левоцетиризин,otc,,,Левоцетиризин,otc,,,Левоцетиризин,otc
КРЕОН 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | ВЕРОФАРМ АО | ВЕРОФАРМ АО,,rx,Панкреатин,otc,Панкреатин,otc,,,Панкреатин,otc,,,Панкреатин,otc
КОЭНЗИМ Q10 ТАБЛ. 60МГ №30 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,Коэнзим Q10,,Артишока листьев экстракт,otc,Золототысячника трава+Любистока лекарственного корни+Розмарина обыкновенного листья,otc,,,Общетонизирующие препараты,otc,,,,otc
КОСТАРОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД,,рецептурный,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,,,Эторикоксиб,rx
КОРДИАМИН КАПЛИ Д/ПРИЕМА ВНУТРЬ 25% ФЛ-КАП. 30МЛ ТЕХНОПАРК-ЦЕНТР | ТЕХНОПАРК-ЦЕНТР ООО | ТЕХНОПАРК-ЦЕНТР ООО,,,Никетамид,otc,Никетамид,otc,,,Никетамид,rx,,,Никетамид,otc
КОЖА НОГТИ ВОЛОСЫ КОМПЛЕКС С МСМ ТАБЛ. П/О ПО 1392МГ №30 КВАДРАТ-С | КВАДРАТ-С ООО | КВАДРАТ-С ООО,Комплекс,,,,,,,,,,,,,
"КО-ВАМЛОСЕТ ТАБЛ. П/ПЛЕН/ОБ. 5МГ+160МГ+12,5МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО",,rx,,,Амлодипин* + Валсартан* + Гидрохлоротиазид,rx,,,,rx,,,"Амлодипин, Валсартан, Гидрохлоротиазид",rx
КЛЕНЗИТ-С ГЕЛЬ Д/НАРУЖ. ПРИМ. ТУБА 15Г | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Адапален + Клиндамицин,otc,Адапален* + Клиндамицин,otc,,,Клиндамицин,otc,,,"Клиндамицин, Адапален",otc
КЛЕНБУТЕРОЛ Р-Р Д/ПРИЕМА ВНУТРЬ 1МКГ/МЛ ФЛ. 100МЛ ОЗОН | ОЗОН ООО | ОЗОН ООО,Кленбутерол,rx,Кленбутерол,rx,,,,,,,,,Кленбутерол,
КЕТОТИФЕН СОФАРМА СИРОП 1МГ/5МЛ ФЛ. 100МЛ | СОФАРМА АО | СОФАРМА АО,кетотифен,rx,Кетотифен,rx,,,,,Кетотифен,rx,,,Кетотифен,rx
КВАМАТЕЛ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №14 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,rx,Фамотидин,rx,Фамотидин,rx,,,Фамотидин,rx,,,Фамотидин,rx
КАШНОЛ ЭКСПЕКТОРАНТ СИРОП ФЛ. 200МЛ | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД,,otc,Бромгексин + Гвайфенезин + Сальбутамол,rx,Бромгексин* + Гвайфенезин* + Сальбутамол,rx,,,Бромгексин,rx,,,"Бромгексин, Гвайфенезин, Сальбутамол",rx
КАРИПАЗИМ ЛИОФ. Д/Р-РА Д/НАРУЖ. ПРИМ. 350ПЕ ФЛ. №1 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,rx,Папайи млечный сок,rx,Папайи млечный сок,rx,,,Папаин,rx,,,Папайи млечный сок,rx
КАПСИКУМ-ПЛЮС ГРАН. ГОМЕОПАТ. ФЛ. 20Г | ДОКТОР Н ООО | ДОКТОР Н ООО,,otc,,otc,,otc,,,,otc,,,,otc
КАМИСТАД ГЕЛЬ Д/МЕСТН. ПРИМ. 20МГ/Г+185МГ/Г ТУБА 10Г | ШТАДА | ШТАДА,,otc,,,,otc,,,Лидокаин,otc,,,Лидокаин,otc
КАЛИЯ ОРОТАТ ТАБЛ. 500МГ №10 АВВА РУС | АВВА РУС | АВВА РУС,Калия оротат,otc,,,,,,,,,,,,
КАГОЦЕЛ ТАБЛ. 12МГ №30 | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО,Кагоцел,без рецепта,Кагоцел,otc,,,,,,otc,,,Кагоцел,otc
КАВИНТОН КОНЦ. Д/Р-РА Д/ИНФ. 5МГ/МЛ АМП. 5МЛ №10 | ГЕДЕОН РИХТЕР ОАО | ГЕДЕОН РИХТЕР ОАО,,rx,Винпоцетин,rx,Винпоцетин,rx,,,Винпоцетин,rx,,,Винпоцетин,rx
ЙОХИМБИНА ГИДРОХЛОРИД ТАБЛ. 5МГ №50 | ЗДОРОВЬЕ ФАРМАЦЕВИЧЕСКАЯ КОМПАНИЯ ООО | ЗДОРОВЬЕ ФАРМАЦЕВИЧЕСКАЯ КОМПАНИЯ ООО,Йохимбин,rx,Йохимбина гидрохлорид,rx,,,,,,,,,Йохимбина гидрохлорид,
ИНВОКАНА ТАБЛ. П/ПЛЕН/ОБ. 100МГ №30 | ЯНССЕН ОРТО ЛЛС | ЯНССЕН ОРТО ЛЛС,,rx,Канаглифлозин,rx,Канаглифлозин,rx,,,Канаглифлозин,rx,,,Канаглифлозин,rx
"ИЗАКАРДИН СПРЕЙ ПОДЪЯЗЫЧ. ДОЗИРОВ. 1,25МГ/ДОЗА ФЛ. 15МЛ 300ДОЗ ФАРМАМЕД | ФАРМАМЕД ООО | ФАРМАМЕД ООО",,rx,Изосорбида динитрат,rx,Изосорбида динитрат,rx,,,Изосорбида динитрат,rx,,,Изосорбида динитрат,rx
"ИГЛА IME-FINE УНИВЕРСАЛЬНАЯ ИНЪЕКЦИОННАЯ ОДНОРАЗОВАЯ ДЛЯ ИНСУЛИНОВЫХ ШПРИЦ-РУЧЕК 31G 0,26Х5ММ №100 | NINGBO CAREMED MEDICAL PRODUCTS | NINGBO CAREMED MEDICAL PRODUCTS | 31 G",,,,,,,,,,,,,,
ИВАБРАДИН ТАБЛ. П/ПЛЕН/ОБ. 5МГ №56 ОЗОН | ОЗОН ООО | ОЗОН ООО,Ивабрадин,rx,Ивабрадин,rx,,,,,,,,,Ивабрадин,
ЗОВИРАКС ТАБЛ. 200МГ №25 | ГЛАКСО ВЭЛЛКОМ С.А. | ГЛАКСО ВЭЛЛКОМ С.А.,,рецептурный,Ацикловир,rx,Ацикловир,rx,,,Ацикловир,rx,,,Ацикловир,rx
ЗИРТЕК КАПЛИ Д/ПРИЕМА ВНУТРЬ 10МГ/МЛ ФЛ-КАП. 20МЛ | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л. | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л.,,otc,Цетиризин,otc,Цетиризин,otc,,,Цетиризин,otc,,,Цетиризин,otc
