product_id,hard_reason,normalized_text,catalog_mnn,qwen_search_mnn,searx_agent_mnn,status,error_code,Category,mnn,RX_OTC,Age,search_count,warnings,elapsed_ms,http_ok
15560,wrong_catalog_vs_truth,ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ Р-Р 1% ФЛ. С КИСТЬЮ 20МЛ | ЛЕККЕР ЗАО | ЛЕККЕР ЗАО,"Йод, Калия йодид, Этанол",Бриллиантовый зеленый,Бриллиантовый зеленый,ok,,Drug,Бриллиантовый зеленый,OTC,Универсальный,16,[],7214,True
4399,catalog_garbage_sources,ТРИМЕТАЗИДИН МВ РЕНЕВАЛ ТАБЛ. ПРОЛОНГ. ВЫСВ. П/ПЛЕН/ОБ. 35МГ №60 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,триметазидин,Триметазидин,ok,,Drug,Триметазидин,RX,Взрослый,16,[],5787,True
11640,catalog_garbage_sources,НИМЕСУЛИД-ВЕРТЕКС ГЕЛЬ Д/НАРУЖ. ПРИМ. 1% ТУБА 20Г | ВЕРТЕКС АО | ВЕРТЕКС АО,,нимесулид,нимесулид,ok,,Drug,Нимесулид,RX,Универсальный,16,[],8240,True
15745,catalog_garbage_sources,ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,Левофлоксацин,левофлоксацин,ok,,Drug,Левофлоксацин,RX,Взрослый,16,[],8631,True
2630,catalog_internal_conflict,ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,,нитрофурал,Нитрофурал,ok,,Drug,Нитрофурал,OTC,Универсальный,16,[],6417,True
2640,catalog_internal_conflict,ФУРАЦИЛИН ПОР. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ ПАКЕТ №10 МЕЛИГЕН | МЕЛИГЕН ФП | МЕЛИГЕН ФП,,Нитрофурал,нитрофурал,ok,,Drug,Нитрофурал,OTC,Универсальный,16,[],6066,True
4693,catalog_garbage_sources,"ТОЛПЕРИЗОН+ЛИДОКАИН-БИНЕРГИЯ Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ+2,5МГ/МЛ АМП. 1МЛ №10 | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП",,Толперизон+Лидокаин,Толперизон + Лидокаин,ok,,Drug,"Толперизон, Лидокаин",RX,Взрослый,16,[],6623,True
4741,incomplete_combo,ТИОЦЕТАМ Р-Р ДЛЯ В/В И В/М ВВЕД. 25МГ/МЛ+100МГ/МЛ АМП. 5МЛ №10 | ОЗОН ООО | ОЗОН ООО,Пирацетам,Морфолиния тиазотат+Пирацетам,,ok,,Drug,"пирацетам, тиотриазолин",RX,Взрослый,16,[],5697,True
19710,incomplete_combo,ДОРЗОПТ КАПЛИ ГЛАЗН. 2% ФЛ-КАП. 5МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,"Дорзоламид, Тимолол",дорзоламид,Дорзоламид,ok,,Drug,дорзоламид,RX,Универсальный,16,[],5822,True
14103,incomplete_combo,МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,"Магния гидроксид, Алгелдрат, Бензокаин",Алгелдрат + Магния гидроксид,Алгелдрат + Магния гидроксид,ok,,Drug,"Алгелдрат, Магния гидроксид",OTC,Универсальный,16,[],6070,True
18152,incomplete_combo,КАМИСТАД ГЕЛЬ Д/МЕСТН. ПРИМ. 20МГ/Г+185МГ/Г ТУБА 10Г | ШТАДА | ШТАДА,Лидокаин,лидокаин + экстракт ромашки,Лидокаин + Ромашки аптечной цветки,ok,,Drug,"лидокаина гидрохлорида моногидрат, ромашки аптечной цветков экстракт",OTC,Взрослый,16,[],5482,True
8048,multi_component_hard,РИНЗА КИДС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ МАЛИНА ПАК-САШЕ ПО 3Г №10 | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД) | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД),"Парацетамол, Аскорбиновая кислота, Фенирамин",Paracetamol + Pheniramine + Ascorbic acid,Парацетамол + Фенирамин + Аскорбиновая кислота,ok,,Drug,"Парацетамол, Фенирамин, Аскорбиновая кислота",OTC,Детский,16,[],6065,True
9514,herbal_multi,ПИНОСОЛ СПРЕЙ НАЗ. ФЛ. 10МЛ | ФАРМАК ПАО | ФАРМАК ПАО,"Мяты Перечной Масло, Тимол, Эвкалиптовое Масло, Сосны Обыкновенной Масло, Гвайязулен",масло сосны горной + масло мяты перечной + масло эвкалиптовое + тимол + альфа-токоферола ацетат,Масло сосны горной + Масло мяты перечной + Масло эвкалипта + Альфа-токоферола ацетат + Тимол,ok_partial,,Drug,,not applicable,Универсальный,16,"[""mnn_not_found""]",5217,True
2249,brand_vs_extract,ХЛОРОФИЛЛИПТ ТАБЛ. Д/РАССАС. 25МГ №20 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,Эвкалипта листьев экстракт,хлорофиллипт,Эвкалипта листьев экстракт,ok,,Drug,Эвкалипта листьев экстракт,OTC,Универсальный,16,[],8697,True
10183,exotic_plant,"ПАНАВИР Р-Р ДЛЯ В/В ВВЕД. 0,04МГ/МЛ АМП. 5МЛ №2 | ЭЛЛАРА ООО | ЭЛЛАРА ООО",Полисахариды побегов Solanum tuberosum,картофеля побегов сумма полисахаридов,,ok,,Drug,Картофеля побегов сумма полисахаридов,RX,Универсальный,16,[],5765,True
